amount_transferred,mode_of_transaction,date_and_time,account_number,place_of_transaction,merchant,label,amount_before_transaction,amount_after_transaction
3402.921119,Branch,14-02-2024 20:06,3519480978,Giridih,unknown,legitimate,6885.847021,3482.925903
5228.979786,Branch,08-01-2024 02:33,1354224744,Dibrugarh,unknown,fraud,9927.716547,4698.736762
6146.722704,Mobile,13-01-2024 23:56,7570739447,Asansol,unknown,legitimate,15119.37057,8972.647867
2690.886269,Online,03-02-2024 06:21,730751743,Proddatur,unknown,fraud,5489.360315,2798.474046
4733.883637,Online,13-01-2024 08:46,1128625253,Bikaner,unknown,legitimate,13897.34231,9163.458675
1144.285932,Online,27-02-2024 22:00,7525931193,Gurgaon,unknown,legitimate,9446.433082,8302.14715
5382.665213,Mobile,19-02-2024 16:15,3758247489,Mango,unknown,fraud,15190.18883,9807.523615
6857.91049,Online,22-01-2024 21:38,9586480920,Ahmedabad,unknown,legitimate,10168.0606,3310.150111
9010.228922,Mobile,18-02-2024 21:04,6257677249,Jamshedpur,unknown,fraud,11444.1854,2433.956482
7979.671233,Mobile,22-02-2024 12:59,293926903,Solapur,unknown,legitimate,11355.25351,3375.582281
1290.069648,Mobile,13-03-2024 12:57,188437869,Thane,unknown,fraud,10841.10263,9551.03298
2660.056752,Branch,17-02-2024 14:45,24419889,Khora ,unknown,legitimate,6057.482383,3397.425631
5012.768297,Online,02-03-2024 02:14,3219000710,Patiala,unknown,legitimate,10708.36531,5695.597018
5815.062389,Online,15-03-2024 19:03,3946024239,Dhule,unknown,legitimate,9911.487287,4096.424898
1459.270324,Branch,17-02-2024 03:18,4085415702,Gandhinagar,unknown,legitimate,5481.849754,4022.57943
3982.956155,Branch,16-02-2024 22:23,2865541692,Begusarai,unknown,legitimate,5997.404393,2014.448238
1368.147889,Online,27-01-2024 12:04,5965481196,Bidhannagar,unknown,fraud,6785.235343,5417.087454
174.8724623,Online,09-03-2024 11:43,504272089,Pallavaram,unknown,fraud,8683.974586,8509.102124
7406.532803,Online,30-01-2024 10:56,2544707771,Mathura,unknown,fraud,7996.434437,589.9016342
7732.030817,Online,26-01-2024 05:15,2689032418,Alwar,unknown,fraud,16635.37409,8903.343277
1936.702605,Online,30-01-2024 05:10,2925104705,Hajipur,unknown,fraud,8624.88496,6688.182355
4918.02252,Branch,05-03-2024 07:12,3964662061,Alwar,unknown,fraud,11123.72952,6205.706998
8951.533595,Branch,25-01-2024 10:27,9885406643,Surat,unknown,legitimate,15247.9459,6296.412306
6658.970615,Online,06-03-2024 14:49,2190877040,Shivpuri,unknown,fraud,9692.041991,3033.071376
4808.402299,Mobile,12-01-2024 09:38,2959932282,Serampore,unknown,legitimate,9018.332887,4209.930588
8474.622253,Online,16-01-2024 08:38,4831337561,Pune,unknown,legitimate,16487.59331,8012.971058
9084.908092,Branch,10-03-2024 00:04,3992676132,Mira-Bhayandar,unknown,fraud,12218.08036,3133.172266
5677.742808,Online,04-03-2024 18:03,4511491374,Bardhaman,unknown,legitimate,10430.94288,4753.200075
9074.073899,Online,04-03-2024 22:22,5884425687,Moradabad,unknown,fraud,9368.433385,294.3594867
7499.962288,Online,02-03-2024 13:30,1339032890,Bulandshahr,unknown,fraud,14862.18998,7362.227694
9696.285942,Mobile,14-01-2024 04:18,6690600026,Gudivada,unknown,legitimate,13931.53749,4235.251549
6986.61965,Mobile,08-02-2024 09:12,2153328848,Pali,unknown,fraud,12287.67146,5301.051808
9494.908604,Online,08-03-2024 06:26,3555110235,Noida,unknown,legitimate,10730.33285,1235.424246
4567.811719,Online,11-02-2024 16:03,587394072,Avadi,unknown,legitimate,14485.78258,9917.970865
904.1733846,Branch,26-02-2024 03:18,2360572844,Muzaffarpur,unknown,legitimate,3998.604872,3094.431487
6934.196184,Mobile,21-01-2024 19:30,2350798198,Nagpur,unknown,legitimate,13320.59383,6386.39765
3748.410803,Mobile,29-02-2024 11:42,6551565839,Akola,unknown,fraud,9602.650617,5854.239814
827.6177986,Mobile,01-02-2024 11:01,7739175969,Rampur,unknown,fraud,8700.030617,7872.412819
9453.180726,Mobile,22-01-2024 22:28,7883167687,Belgaum,unknown,fraud,12462.16659,3008.985861
797.8702619,Mobile,21-01-2024 22:59,2389273681,Kumbakonam,unknown,legitimate,8381.550977,7583.680715
9667.53212,Mobile,12-03-2024 02:46,4173156837,Latur,unknown,legitimate,13554.29925,3886.767134
4298.893646,Branch,09-03-2024 21:14,2792555767,Imphal,unknown,fraud,8469.387208,4170.493562
9866.500963,Branch,01-02-2024 19:31,572544949,Bally,unknown,fraud,16626.35498,6759.854012
9105.305512,Online,12-03-2024 22:04,84756763,Jalgaon,unknown,legitimate,16969.73465,7864.42914
4794.720745,Online,26-02-2024 03:40,7379230765,Baranagar,unknown,fraud,11496.70044,6701.979698
6797.18912,Mobile,05-01-2024 19:45,6031416614,Silchar,unknown,legitimate,15805.99637,9008.807254
1821.562967,Mobile,07-03-2024 09:15,5934654145,Avadi,unknown,fraud,4744.637359,2923.074392
9482.111457,Branch,06-02-2024 18:16,1193366362,Rampur,unknown,legitimate,18498.2171,9016.105648
9206.570602,Branch,27-02-2024 20:41,4569589615,Rewa,unknown,fraud,10602.11951,1395.548907
5083.116793,Mobile,09-03-2024 05:05,4788498879,Udupi,unknown,legitimate,11712.46695,6629.350158
6229.81008,Mobile,02-02-2024 23:14,9555206966,Orai,unknown,legitimate,11751.35353,5521.543449
8464.226343,Mobile,19-02-2024 18:58,8898069437,Durgapur,unknown,legitimate,13461.12215,4996.89581
9630.219305,Mobile,16-02-2024 12:12,5310545668,Hazaribagh,unknown,fraud,12808.24839,3178.029086
5372.910938,Branch,16-01-2024 14:36,6179652118,Agartala,unknown,fraud,10459.86512,5086.954179
9462.411655,Mobile,10-02-2024 12:20,9341422793,Bardhaman,unknown,fraud,11163.96788,1701.556228
1495.149827,Branch,02-03-2024 04:19,6732781921,Imphal,unknown,fraud,5251.427175,3756.277348
8520.759118,Mobile,22-02-2024 08:49,5085791461,Kamarhati,unknown,fraud,9597.700201,1076.941083
6980.848766,Mobile,02-01-2024 06:45,900389766,Haridwar,unknown,fraud,12742.1301,5761.281338
1107.646479,Mobile,28-02-2024 15:18,1282670519,Faridabad,unknown,fraud,2155.748552,1048.102073
6373.744838,Mobile,13-02-2024 01:37,2003415118,Anand,unknown,legitimate,8061.156812,1687.411975
2877.948051,Branch,01-02-2024 04:58,703928115,Pune,unknown,legitimate,3824.069386,946.1213347
8374.676686,Branch,08-03-2024 00:49,9831870387,Dibrugarh,unknown,legitimate,12249.65202,3874.975336
2451.037712,Mobile,06-03-2024 15:20,5357890447,Mumbai,unknown,legitimate,10886.42641,8435.388699
1570.217138,Mobile,11-01-2024 08:17,9622493228,Morena,unknown,legitimate,10648.49142,9078.274277
3867.125328,Online,31-01-2024 12:36,7749374189,Allahabad,unknown,legitimate,4678.830928,811.7056005
3336.623002,Branch,11-02-2024 20:57,4861104213,Davanagere,unknown,fraud,9718.669396,6382.046395
2761.649792,Mobile,08-03-2024 14:22,3513112126,Shimla,unknown,legitimate,9637.065496,6875.415703
5900.061406,Branch,18-02-2024 10:17,5598979190,Bongaigaon,unknown,legitimate,11284.38384,5384.32243
8564.798996,Online,10-02-2024 00:10,2313555216,Malegaon,unknown,legitimate,15267.94912,6703.150129
9349.61073,Mobile,29-01-2024 01:01,4444624007,Davanagere,unknown,legitimate,11763.14881,2413.538083
985.1689229,Mobile,09-01-2024 01:09,1695668484,Gorakhpur,unknown,fraud,5932.64662,4947.477697
3818.271231,Branch,25-01-2024 16:38,4219679631,Maheshtala,unknown,fraud,7787.942137,3969.670905
3320.421827,Online,14-01-2024 05:34,3858951793,Panihati,unknown,legitimate,4308.530546,988.1087193
9825.548307,Mobile,05-01-2024 08:26,8519335700,Ghaziabad,unknown,fraud,16118.55706,6293.008753
3996.197827,Mobile,26-01-2024 22:28,945373011,Gwalior,unknown,legitimate,8998.828235,5002.630407
4483.701552,Branch,11-01-2024 12:41,6497129015,Ranchi,unknown,legitimate,7307.924418,2824.222866
637.8871447,Mobile,10-01-2024 15:16,844396853,Kirari Suleman Nagar,unknown,legitimate,5427.371223,4789.484078
9916.174481,Mobile,11-02-2024 04:45,3194300283,Ludhiana,unknown,legitimate,17691.62486,7775.450382
3094.416543,Online,28-02-2024 01:38,1066197941,Arrah,unknown,legitimate,11130.82839,8036.411852
1483.746529,Branch,14-01-2024 10:30,7180720820,Darbhanga,unknown,fraud,8014.055203,6530.308675
4153.179511,Branch,26-02-2024 00:08,9030547621,Gurgaon,unknown,legitimate,8883.883062,4730.703551
8785.769486,Branch,15-01-2024 05:45,3689318974,Warangal,unknown,legitimate,14585.69091,5799.921428
2835.559174,Branch,26-01-2024 15:29,9319519674,Jamalpur,unknown,legitimate,6747.21135,3911.652176
8414.042628,Mobile,18-01-2024 12:39,3180871241,Motihari,unknown,fraud,9766.950423,1352.907796
3784.453536,Online,06-02-2024 10:15,1292254057,Kurnool,unknown,fraud,7702.09745,3917.643914
3043.143322,Branch,15-01-2024 06:29,1074210508,Kolhapur,unknown,legitimate,8393.437607,5350.294285
8243.881753,Branch,30-01-2024 13:03,4464539279,Rohtak,unknown,fraud,14272.3385,6028.456745
1204.7707,Mobile,01-01-2024 15:28,7039226830,Berhampur,unknown,legitimate,10569.20036,9364.429663
7717.481536,Online,03-03-2024 13:04,2500533107,Miryalaguda,unknown,legitimate,15513.08264,7795.601106
860.9345452,Online,29-02-2024 08:11,4756681343,Thoothukudi,unknown,legitimate,2465.660904,1604.726358
5529.349714,Online,09-03-2024 16:36,6551112862,Karaikudi,unknown,legitimate,7353.75356,1824.403846
4927.903979,Mobile,09-03-2024 15:47,1961873186,Khandwa,unknown,legitimate,6022.802096,1094.898116
9969.055093,Branch,21-01-2024 21:45,5330428868,Kozhikode,unknown,fraud,17377.05419,7407.999099
1889.772991,Mobile,24-01-2024 17:28,8048964943,Bahraich,unknown,legitimate,8980.383548,7090.610557
5847.824668,Branch,15-03-2024 05:31,9136069360,Bhavnagar,unknown,fraud,15712.81739,9864.992727
5251.046239,Branch,03-02-2024 04:18,8638664702,Sonipat,unknown,fraud,10519.07807,5268.031835
5490.519895,Mobile,12-01-2024 18:10,8600081550,Thanjavur,unknown,legitimate,13772.02769,8281.507796
1485.87503,Online,24-01-2024 03:53,569427889,Bhiwani,unknown,legitimate,7292.62963,5806.754601
1308.888149,Online,10-01-2024 15:37,8921276205,Bhavnagar,unknown,fraud,10062.3466,8753.458454
9538.688506,Mobile,12-02-2024 11:00,970125772,Gudivada,unknown,legitimate,16776.79679,7238.108289
7176.057437,Mobile,30-01-2024 17:57,7553423707,Varanasi,unknown,legitimate,13640.60919,6464.551748
1294.295124,Branch,12-01-2024 09:38,9368709618,Bareilly,unknown,fraud,6989.009567,5694.714443
9350.916665,Online,06-03-2024 04:15,1957591303,Srinagar,unknown,fraud,16608.32486,7257.408192
9851.397596,Online,12-02-2024 01:44,6173590223,Pondicherry,unknown,fraud,14105.97064,4254.573042
6653.492553,Online,22-02-2024 11:00,343585138,Baranagar,unknown,legitimate,7709.600702,1056.108149
8754.802994,Online,14-01-2024 18:17,8152250754,Ichalkaranji,unknown,legitimate,9250.665669,495.8626751
7410.647172,Mobile,15-02-2024 10:52,5018028430,Giridih,unknown,fraud,12252.98211,4842.334943
4636.050179,Online,26-02-2024 05:03,935300027,Kalyan-Dombivli,unknown,fraud,10669.03684,6032.986664
7820.767904,Online,04-02-2024 04:39,7985414120,Chapra,unknown,fraud,8701.373307,880.6054026
9021.464304,Online,02-03-2024 16:46,8146840017,Kozhikode,unknown,fraud,11961.80944,2940.345134
2607.396597,Branch,21-01-2024 01:14,443370551,Malda,unknown,legitimate,5895.515436,3288.118839
2298.55112,Branch,06-03-2024 06:00,8683431363,Gwalior,unknown,legitimate,7970.226918,5671.675799
1799.769686,Branch,19-02-2024 19:27,598407619,Faridabad,unknown,legitimate,4656.746001,2856.976315
3852.500805,Branch,25-02-2024 20:54,9910680530,Bhubaneswar,unknown,legitimate,4899.421941,1046.921136
316.9419549,Branch,01-01-2024 00:43,355972913,Jalgaon,unknown,legitimate,2049.02369,1732.081735
8857.410193,Branch,15-01-2024 16:39,3807486595,Satara,unknown,legitimate,10679.49343,1822.083236
4283.22944,Mobile,13-02-2024 19:55,7051617632,Tumkur,unknown,fraud,12725.90939,8442.679948
8236.414587,Mobile,21-02-2024 09:12,5303695393,Sangli-Miraj & Kupwad,unknown,fraud,11151.17949,2914.764901
609.6396374,Mobile,31-01-2024 18:29,4052246390,Salem,unknown,fraud,7785.087803,7175.448166
4426.259268,Branch,22-01-2024 03:55,4041058447,Vijayawada,unknown,legitimate,10147.86286,5721.603589
4481.515725,Branch,06-02-2024 21:10,7255850919,Warangal,unknown,legitimate,14254.19939,9772.683661
6668.667514,Online,08-02-2024 07:49,627754084,Giridih,unknown,fraud,9469.611936,2800.944422
2458.009532,Branch,20-02-2024 16:32,1563348039,Baranagar,unknown,fraud,4125.902436,1667.892903
8399.454177,Branch,31-01-2024 01:59,6055169858,Raurkela Industrial Township,unknown,fraud,9014.62877,615.1745932
9010.184554,Branch,08-02-2024 07:03,4752860320,Serampore,unknown,fraud,11495.68521,2485.500657
5743.605584,Mobile,03-02-2024 00:54,5876451788,Dharmavaram,unknown,fraud,12615.90736,6872.301776
1014.369228,Online,25-01-2024 07:04,565792620,Suryapet,unknown,legitimate,1958.425652,944.0564239
6219.74177,Branch,13-03-2024 10:57,6573033768,Rajkot,unknown,fraud,8742.290037,2522.548267
3248.234402,Mobile,01-02-2024 15:45,1236654016,Pimpri-Chinchwad,unknown,fraud,11815.78725,8567.552845
5872.989169,Online,20-02-2024 14:57,9140296199,Unnao,unknown,legitimate,11744.22337,5871.234199
4094.461593,Online,24-01-2024 00:23,3239085211,Kharagpur,unknown,legitimate,4882.724842,788.2632485
5175.410487,Mobile,09-03-2024 13:39,158933642,Tiruchirappalli,unknown,legitimate,5747.473615,572.0631281
6577.985854,Mobile,13-02-2024 04:42,4775885272,Sasaram,unknown,legitimate,7283.10232,705.1164657
2758.484185,Mobile,10-01-2024 16:40,696044316,Chittoor,unknown,legitimate,12183.04718,9424.562996
6621.95533,Online,22-01-2024 14:46,2515192591,Burhanpur,unknown,fraud,15135.68247,8513.727143
2825.353313,Online,07-01-2024 12:39,5350604536,Malda,unknown,legitimate,11290.25973,8464.906416
5700.875011,Branch,14-02-2024 06:38,3131187945,Kalyan-Dombivli,unknown,legitimate,14950.62096,9249.745946
2892.142268,Mobile,05-01-2024 06:20,8595017290,Pimpri-Chinchwad,unknown,fraud,7994.170632,5102.028363
7717.980039,Mobile,03-01-2024 21:24,969567521,Surat,unknown,fraud,10266.69228,2548.712244
9688.519584,Branch,24-02-2024 15:09,9268351744,South Dumdum,unknown,legitimate,13761.86483,4073.345242
5785.446993,Branch,03-02-2024 10:37,8080024309,Pune,unknown,legitimate,13002.20131,7216.754322
4258.108943,Mobile,20-02-2024 17:48,4148460345,Unnao,unknown,legitimate,13030.83437,8772.725428
5641.581268,Branch,05-02-2024 15:49,6492955706,Siliguri,unknown,fraud,10048.98144,4407.400174
5407.354027,Mobile,13-03-2024 09:42,5625595328,Korba,unknown,fraud,10807.62549,5400.271458
5401.982767,Mobile,15-02-2024 17:27,5318735723,Bhiwani,unknown,legitimate,14726.6344,9324.651633
6348.272397,Mobile,07-02-2024 17:44,2237555531,Jalandhar,unknown,fraud,7512.508905,1164.236507
4568.731541,Mobile,22-01-2024 07:26,9598806505,Anantapur,unknown,fraud,13205.49379,8636.762248
8073.78006,Mobile,28-02-2024 17:08,2949180960,Bareilly,unknown,legitimate,9750.924134,1677.144074
3284.532898,Online,15-01-2024 06:32,1831931150,Jamalpur,unknown,legitimate,8174.760266,4890.227368
4645.443987,Online,06-02-2024 14:44,8093798564,Bhopal,unknown,fraud,6907.832961,2262.388974
4812.898982,Online,16-01-2024 00:06,7544602973,Akola,unknown,fraud,10882.08053,6069.181544
220.3520376,Branch,16-03-2024 17:40,3062975264,Patna,unknown,legitimate,5850.228913,5629.876875
4883.490547,Online,14-03-2024 18:47,4746672505,Delhi,unknown,legitimate,8745.563453,3862.072906
4037.075703,Branch,31-01-2024 11:17,5525230071,Ahmedabad,unknown,legitimate,12683.7805,8646.704797
5813.459116,Mobile,13-03-2024 06:13,1183918917,Sri Ganganagar,unknown,legitimate,12445.61099,6632.151871
3942.840491,Branch,21-01-2024 12:24,1802906615,Gurgaon,unknown,legitimate,11182.77123,7239.930737
7306.599139,Online,12-03-2024 01:30,6528077789,Ongole,unknown,fraud,8898.130547,1591.531408
5488.147636,Branch,31-01-2024 22:59,1401514796,Chinsurah,unknown,legitimate,14331.48785,8843.340212
7614.152297,Branch,22-01-2024 15:02,4758979442,Alwar,unknown,legitimate,9367.849917,1753.69762
8276.729855,Branch,06-03-2024 07:38,2888238900,Jehanabad,unknown,legitimate,10582.301,2305.571146
8485.902187,Branch,16-03-2024 18:39,6842369463,Motihari,unknown,legitimate,9853.648058,1367.745871
6954.353332,Mobile,15-02-2024 07:30,3743384847,Bangalore,unknown,legitimate,11413.90949,4459.556159
2198.741142,Branch,02-02-2024 23:06,1738393079,Gopalpur,unknown,legitimate,11087.06254,8888.321394
9861.410532,Online,14-02-2024 06:57,5154979733,Rajkot,unknown,fraud,12460.64098,2599.230444
6894.639247,Online,31-01-2024 15:41,612403756,Munger,unknown,fraud,10694.79811,3800.158862
4730.044004,Online,23-01-2024 02:52,5269811239,Ambala,unknown,legitimate,13206.10156,8476.057559
942.0582163,Branch,15-01-2024 00:34,4180598913,Dindigul,unknown,legitimate,7158.429486,6216.37127
236.0809847,Branch,14-02-2024 02:04,8881739105,Patiala,unknown,legitimate,7777.083282,7541.002297
5553.487969,Mobile,06-03-2024 23:09,8552313489,Bangalore,unknown,fraud,7772.088458,2218.600489
1730.592899,Mobile,13-01-2024 09:35,1786733625,Farrukhabad,unknown,fraud,8923.842546,7193.249647
1875.710352,Mobile,03-01-2024 01:24,843696682,Muzaffarnagar,unknown,legitimate,4229.05508,2353.344729
2119.952783,Branch,13-03-2024 01:33,8288251840,Raipur,unknown,fraud,11994.36121,9874.408424
3941.068923,Online,15-01-2024 21:33,5362127431,Jamnagar,unknown,legitimate,9583.941869,5642.872946
7942.692829,Mobile,14-01-2024 08:25,750150810,Tezpur,unknown,legitimate,14929.52148,6986.828655
3082.526082,Mobile,07-02-2024 02:40,5867837493,Kochi,unknown,fraud,4354.701765,1272.175683
5722.657782,Branch,06-03-2024 10:08,2692112785,Bharatpur,unknown,fraud,8304.151985,2581.494202
3808.664885,Online,06-01-2024 23:55,648853346,Tezpur,unknown,fraud,5292.097414,1483.43253
6459.022706,Branch,23-01-2024 09:54,8495601114,Sasaram,unknown,fraud,10421.71279,3962.690081
5081.04896,Branch,11-01-2024 18:31,1201043075,Gopalpur,unknown,fraud,7993.994016,2912.945056
3740.38645,Online,15-01-2024 19:54,8690605826,Kadapa,unknown,fraud,11096.31682,7355.93037
9215.322538,Online,12-03-2024 19:03,7591596437,Danapur,unknown,legitimate,10391.54144,1176.218898
4404.790652,Mobile,13-01-2024 12:38,8573354227,Karimnagar,unknown,fraud,11950.1784,7545.387748
8292.437329,Mobile,09-01-2024 05:50,8392688796,Khora ,unknown,legitimate,8844.915093,552.4777639
5017.284686,Branch,26-02-2024 18:11,8157952129,South Dumdum,unknown,legitimate,7117.261275,2099.976589
3979.407795,Online,21-02-2024 10:38,852595573,Sonipat,unknown,legitimate,11919.86122,7940.45342
3570.816832,Branch,11-01-2024 03:33,5999105399,Bellary,unknown,fraud,11024.30558,7453.488747
5985.315718,Branch,06-02-2024 08:05,7075154990,Asansol,unknown,fraud,10800.94425,4815.628528
8386.70714,Branch,09-01-2024 12:25,6101109996,Bidar,unknown,fraud,8981.536019,594.8288793
8956.067046,Mobile,04-03-2024 12:50,6295172932,Pondicherry,unknown,fraud,15094.01509,6137.948043
8803.939149,Mobile,20-02-2024 13:34,1225045312,Latur,unknown,legitimate,12930.50778,4126.568629
2304.493183,Online,22-02-2024 16:55,5591282539,Madurai,unknown,legitimate,5538.12187,3233.628687
2729.270046,Branch,29-02-2024 11:16,9078482894,Dindigul,unknown,legitimate,9169.335351,6440.065305
7146.055777,Online,18-01-2024 21:06,1901029063,Salem,unknown,legitimate,11568.53994,4422.484166
8063.699191,Online,20-01-2024 01:03,899053897,Bally,unknown,legitimate,9078.668085,1014.968894
1383.821884,Mobile,17-02-2024 03:52,6130493355,Saharanpur,unknown,legitimate,10551.73154,9167.909658
2541.375986,Mobile,19-01-2024 15:04,7869717053,Panchkula,unknown,legitimate,10348.45767,7807.081685
5650.534935,Mobile,26-02-2024 07:17,9847825187,Howrah,unknown,fraud,6308.679028,658.1440938
351.9328231,Branch,07-02-2024 18:37,6739417732,Nagpur,unknown,legitimate,5650.065138,5298.132315
5821.122016,Branch,05-02-2024 14:54,4196142733,Tiruchirappalli,unknown,legitimate,6746.559888,925.4378727
6371.944137,Branch,04-02-2024 22:32,3275080790,Kurnool,unknown,fraud,14761.11374,8389.169605
145.8570277,Branch,08-01-2024 08:53,9162818261,Guntur,unknown,fraud,6314.695242,6168.838214
4646.474788,Online,01-03-2024 12:57,8988338370,Silchar,unknown,fraud,6453.721211,1807.246422
7323.101166,Branch,30-01-2024 05:50,881106791,Bhind,unknown,fraud,7628.440459,305.3392938
6270.651456,Mobile,03-03-2024 05:51,9238958976,Uluberia,unknown,fraud,6683.303476,412.6520202
7873.376477,Mobile,26-02-2024 09:58,4221403720,Ghaziabad,unknown,legitimate,12996.29465,5122.918173
3187.452193,Mobile,03-03-2024 15:49,1703864414,Naihati,unknown,legitimate,10557.74963,7370.297439
4579.15121,Online,20-02-2024 07:09,8206244509,Allahabad,unknown,fraud,5875.471678,1296.320468
4720.261897,Online,19-02-2024 00:29,5724839922,Saharanpur,unknown,legitimate,7010.974149,2290.712253
2562.271299,Branch,11-03-2024 01:03,2543806016,Jhansi,unknown,fraud,5902.144756,3339.873457
2959.960895,Mobile,08-01-2024 22:32,4237444609,Bhusawal,unknown,legitimate,5218.921038,2258.960142
4285.013505,Mobile,12-03-2024 17:48,701001866,Kavali,unknown,legitimate,8259.245476,3974.231971
3122.575699,Mobile,15-01-2024 17:18,2584965358,Nandyal,unknown,fraud,8762.764256,5640.188557
6157.127099,Online,09-02-2024 15:15,8764486847,Jaunpur,unknown,legitimate,13038.00091,6880.873808
5512.431765,Mobile,08-01-2024 12:34,9525427086,Ranchi,unknown,fraud,15153.80607,9641.374304
4083.821967,Branch,01-02-2024 14:13,8106243348,Amroha,unknown,legitimate,13399.1743,9315.35233
7660.553467,Online,02-02-2024 07:39,4045723564,Bally,unknown,legitimate,13404.81052,5744.257051
6265.258692,Online,07-01-2024 11:58,8285223120,Dhanbad,unknown,legitimate,13633.34425,7368.085559
6177.942489,Mobile,05-03-2024 02:13,7805551058,Barasat,unknown,fraud,15691.57731,9513.634826
5622.949389,Branch,01-03-2024 03:22,5581071025,Thanjavur,unknown,legitimate,6549.32164,926.372251
5468.148334,Mobile,29-02-2024 02:29,4490739100,Panchkula,unknown,fraud,5623.932457,155.7841226
4706.835646,Online,21-02-2024 18:02,4349630630,Raebareli,unknown,legitimate,5101.853307,395.0176609
4102.468498,Mobile,02-02-2024 12:26,5810925265,Vijayawada,unknown,legitimate,9779.627185,5677.158687
7110.903678,Mobile,03-01-2024 08:04,7561949234,Ghaziabad,unknown,fraud,14762.95459,7652.05091
7586.912535,Branch,06-03-2024 08:06,3324098939,Firozabad,unknown,legitimate,11320.95455,3734.042012
926.8966553,Branch,21-02-2024 03:31,4217178245,Dindigul,unknown,legitimate,6424.764485,5497.86783
4356.317666,Online,24-02-2024 19:06,2527349845,Gandhidham,unknown,legitimate,9568.34422,5212.026554
2245.724021,Online,03-03-2024 13:27,5571900805,Jehanabad,unknown,fraud,3283.955848,1038.231827
7106.441368,Mobile,01-02-2024 21:41,2131990113,Kozhikode,unknown,legitimate,10390.16518,3283.723816
2495.57359,Mobile,19-01-2024 09:38,5082622881,Coimbatore,unknown,legitimate,2787.981626,292.4080363
5928.442069,Online,08-02-2024 04:57,6914335308,Chittoor,unknown,legitimate,7124.428388,1195.986319
6513.392715,Branch,07-02-2024 21:55,3225244889,Durg,unknown,legitimate,14650.78912,8137.396407
5161.627076,Mobile,09-02-2024 06:19,1237879584,Chandrapur,unknown,legitimate,13472.8207,8311.193623
5074.030143,Branch,23-01-2024 11:56,7395543246,Meerut,unknown,legitimate,13113.29871,8039.268568
5175.616259,Branch,01-03-2024 01:13,4490093236,Giridih,unknown,fraud,12471.1208,7295.504545
2687.196877,Online,01-03-2024 04:07,1625032761,Chennai,unknown,legitimate,10640.99406,7953.797179
8243.094464,Branch,25-01-2024 03:42,2955280247,Tadepalligudem,unknown,legitimate,14985.81964,6742.725179
2451.084721,Mobile,14-01-2024 22:49,292379232,Mumbai,unknown,legitimate,9182.434775,6731.350054
9116.6246,Mobile,19-01-2024 03:47,1159802614,Jodhpur,unknown,fraud,15823.5064,6706.881795
264.2655583,Branch,14-02-2024 10:14,4918975865,Madhyamgram,unknown,legitimate,5453.289176,5189.023618
742.0505854,Branch,13-03-2024 06:33,6948856418,Guntur,unknown,fraud,4439.188197,3697.137611
4765.742957,Online,04-02-2024 11:37,3258728740,Hosur,unknown,fraud,12094.67609,7328.933135
5118.512336,Online,08-01-2024 20:40,765116633,Bardhaman,unknown,legitimate,8175.10787,3056.595535
5104.655838,Branch,29-01-2024 01:30,2789624890,Bhatpara,unknown,legitimate,10579.38694,5474.731102
9702.152538,Mobile,31-01-2024 16:53,2930680781,Kulti,unknown,fraud,14092.37318,4390.22064
3826.987332,Mobile,06-03-2024 07:34,9643562630,Maheshtala,unknown,fraud,6665.547875,2838.560543
489.9791536,Mobile,10-03-2024 01:18,9162644757,Ongole,unknown,legitimate,10239.40937,9749.430212
5169.721277,Online,01-02-2024 04:14,5812579554,Bhiwandi,unknown,fraud,7831.362565,2661.641287
3835.113215,Mobile,03-02-2024 11:30,5282207775,Kollam,unknown,fraud,6997.114546,3162.001331
237.2351455,Online,28-02-2024 08:50,8361063608,Jorhat,unknown,legitimate,1936.951413,1699.716267
4254.31109,Online,06-01-2024 20:17,1600680979,Madhyamgram,unknown,legitimate,12501.81928,8247.508191
5700.746444,Online,17-02-2024 10:52,3526996247,Sonipat,unknown,fraud,11607.98151,5907.235065
529.7840753,Mobile,23-01-2024 13:53,7349913087,Dehradun,unknown,fraud,6698.872714,6169.088639
2846.073712,Mobile,10-02-2024 06:52,328472687,Tezpur,unknown,fraud,11069.63169,8223.557977
3720.239408,Online,06-03-2024 00:21,7193973103,Amravati,unknown,legitimate,7215.144028,3494.90462
5865.984316,Branch,02-02-2024 10:23,2979597223,Khammam,unknown,fraud,7882.955228,2016.970911
3464.762141,Branch,09-02-2024 16:36,159252299,Raiganj,unknown,fraud,5528.975245,2064.213104
2260.254592,Mobile,01-01-2024 19:05,7933280136,Silchar,unknown,legitimate,9613.190825,7352.936232
9298.5327,Online,05-02-2024 06:14,4550732074,Bhatpara,unknown,legitimate,15478.27273,6179.740029
7973.146387,Branch,14-03-2024 20:29,2317312502,Suryapet,unknown,fraud,10115.90129,2142.754898
8353.134623,Mobile,12-02-2024 15:25,5268521170,Cuttack,unknown,legitimate,9889.28203,1536.147407
9385.855791,Branch,08-01-2024 15:24,8476196635,Rampur,unknown,legitimate,10680.66011,1294.804321
9732.804492,Mobile,06-01-2024 01:02,6671746400,Chittoor,unknown,fraud,16048.0111,6315.206612
5033.84095,Mobile,24-01-2024 05:36,5727769483,Bhalswa Jahangir Pur,unknown,fraud,5135.015535,101.1745846
4885.733616,Branch,16-01-2024 00:39,2032860912,Kirari Suleman Nagar,unknown,legitimate,5167.095108,281.3614918
